city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.555,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,Funded Startup,2,70,1
0.624,Male,No relevent experience,Full time course,Primary School,,4,,never,25,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,98,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,5,Funded Startup,2,27,1
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,53,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Funded Startup,1,204,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,15,,2,50,0
0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,2,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Funded Startup,>4,31,0
0.939,Female,No relevent experience,no_enrollment,Graduate,Humanities,8,NGO,>4,74,0
0.923,Male,No relevent experience,Part time course,Graduate,STEM,>20,,>4,7,0
0.926,Male,No relevent experience,Full time course,High School,,2,Pvt Ltd,2,11,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,1,51,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,1,21,0
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,8,Pvt Ltd,1,56,0
0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,Pvt Ltd,1,69,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,84,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,2,18,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,4,49,1
0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,2,232,0
0.689,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,1,3,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,2,76,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Public Sector,4,33,1
0.903,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,NGO,>4,18,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,2,98,0
0.899,Male,Has relevent experience,Part time course,Graduate,STEM,>20,Pvt Ltd,2,83,1
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,1,166,0
0.624,Male,No relevent experience,no_enrollment,Primary School,,3,,never,28,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Funded Startup,1,22,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Funded Startup,3,40,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,140,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,2,12,0
0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,1,24,0
0.698,Male,Has relevent experience,Part time course,Masters,STEM,7,,3,56,1
0.754,Male,No relevent experience,Part time course,Masters,STEM,10,Public Sector,2,41,0
0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,,1,64,1
0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,never,98,1
0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,>20,Other,>4,10,0
0.926,Male,Has relevent experience,no_enrollment,High School,,2,Public Sector,2,92,1
0.843,Male,No relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,never,15,0
0.92,,No relevent experience,Full time course,Graduate,STEM,3,Public Sector,1,51,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,>4,56,0
0.887,Male,Has relevent experience,no_enrollment,High School,,12,Pvt Ltd,4,128,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,1,51,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,57,0
0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,1,130,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,2,74,1
0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,Pvt Ltd,4,26,1
0.926,Male,No relevent experience,Full time course,Graduate,STEM,5,Early Stage Startup,1,21,0
0.926,Male,No relevent experience,Full time course,Graduate,No Major,5,,,28,0
0.926,,Has relevent experience,Part time course,Graduate,STEM,9,Funded Startup,1,67,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Public Sector,2,202,0
0.92,,No relevent experience,Full time course,Masters,STEM,5,Public Sector,1,8,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,46,1
0.836,,Has relevent experience,no_enrollment,Masters,No Major,7,Pvt Ltd,2,17,0
0.92,Male,No relevent experience,no_enrollment,Masters,STEM,1,,never,19,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,Pvt Ltd,>4,41,0
0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,>4,126,0
0.767,Male,Has relevent experience,Full time course,Graduate,STEM,6,,2,42,1
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,,1,28,1
0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,2,10,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,19,NGO,1,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Public Sector,4,180,0
0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,Pvt Ltd,2,25,0
0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,1,35,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,1,22,1
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,Pvt Ltd,2,100,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,1,26,1
0.855,Male,Has relevent experience,Part time course,High School,,14,Pvt Ltd,4,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Early Stage Startup,1,45,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,13,0
0.74,Male,No relevent experience,,Graduate,STEM,4,Early Stage Startup,never,228,1
0.887,,No relevent experience,no_enrollment,Phd,STEM,>20,,3,62,1
0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Early Stage Startup,4,10,0
0.893,Male,Has relevent experience,Part time course,Graduate,STEM,6,Pvt Ltd,1,19,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,74,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,1,109,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,74,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,never,84,1
0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,28,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,NGO,1,34,1
0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,never,83,0
0.624,Male,No relevent experience,no_enrollment,Masters,STEM,10,Public Sector,4,33,1
0.624,,Has relevent experience,Part time course,High School,,1,Pvt Ltd,never,10,1
0.754,,Has relevent experience,Full time course,Graduate,STEM,4,,1,49,0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,Pvt Ltd,1,60,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,250,0
0.878,Male,Has relevent experience,no_enrollment,,,20,Pvt Ltd,>4,36,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Early Stage Startup,never,20,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,Pvt Ltd,1,152,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,7,Pvt Ltd,1,41,1
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,,>4,25,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,Early Stage Startup,1,82,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,2,102,0
0.878,Male,Has relevent experience,Full time course,Graduate,Business Degree,10,,2,99,1
0.789,Female,Has relevent experience,Full time course,Phd,STEM,8,Pvt Ltd,>4,11,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,NGO,>4,18,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,2,7,0
0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,15,,3,47,0
0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,3,98,0
0.855,,Has relevent experience,no_enrollment,Masters,STEM,3,Pvt Ltd,1,132,0
0.802,Male,Has relevent experience,Full time course,Graduate,STEM,9,Pvt Ltd,1,33,0
0.743,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,Public Sector,3,28,0
0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,NGO,4,40,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,1,26,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,101,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Funded Startup,2,152,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,4,,2,46,0
0.743,,Has relevent experience,no_enrollment,High School,,4,Early Stage Startup,1,14,0
0.847,Male,Has relevent experience,,Graduate,STEM,6,Public Sector,4,87,0
0.92,Male,No relevent experience,Full time course,High School,,6,,1,14,0
0.91,,Has relevent experience,no_enrollment,Masters,STEM,3,Pvt Ltd,2,56,0
0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,Public Sector,1,28,0
0.666,,Has relevent experience,no_enrollment,Graduate,STEM,2,,1,7,0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,never,34,1
0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,>4,54,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,2,13,0
0.558,,No relevent experience,no_enrollment,Graduate,STEM,4,,1,70,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,4,51,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,4,105,0
0.91,Male,Has relevent experience,no_enrollment,High School,,10,Pvt Ltd,>4,53,1
0.624,,Has relevent experience,Full time course,Graduate,STEM,3,Early Stage Startup,3,142,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,105,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Pvt Ltd,2,155,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,3,42,1
0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,2,89,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,1,130,0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,2,141,1
0.926,Male,No relevent experience,Full time course,Masters,Other,8,Public Sector,4,134,0
0.794,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,Funded Startup,>4,30,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,>4,37,0
0.926,,No relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,2,23,0
0.92,,Has relevent experience,Part time course,Graduate,STEM,4,Pvt Ltd,4,100,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,Pvt Ltd,1,85,0
0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,17,Pvt Ltd,>4,26,0
0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,47,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,NGO,2,163,0
0.924,Male,No relevent experience,no_enrollment,High School,,>20,,1,15,0
0.915,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,Pvt Ltd,2,68,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,316,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,1,152,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,5,NGO,1,15,0
0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Pvt Ltd,1,116,0
0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,,1,30,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,40,0
0.624,,No relevent experience,no_enrollment,,,2,,never,7,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,1,70,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,,1,96,0
0.763,Female,No relevent experience,Full time course,High School,,2,,never,51,1
0.754,,No relevent experience,Full time course,High School,,1,,1,63,0
0.91,,No relevent experience,no_enrollment,Graduate,STEM,2,,never,50,1
0.624,Male,No relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,>4,46,1
0.926,Other,No relevent experience,Full time course,High School,,<1,,never,13,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,35,1
0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,2,128,0
0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Funded Startup,2,54,0
0.624,,No relevent experience,no_enrollment,Graduate,STEM,1,,1,56,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,4,0
0.899,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,2,114,0
0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,Funded Startup,2,4,0
0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Public Sector,>4,62,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,>4,66,1
0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,50,0
0.91,Other,No relevent experience,Full time course,Graduate,STEM,2,,2,66,0
0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,1,52,0
0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Funded Startup,1,30,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,1,58,0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,Pvt Ltd,1,24,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,4,21,0
0.887,Male,Has relevent experience,Part time course,Graduate,STEM,8,,1,146,1
0.776,,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,never,101,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Funded Startup,1,96,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,2,89,1
0.91,,No relevent experience,no_enrollment,Graduate,Humanities,<1,Pvt Ltd,1,72,0
0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,,never,16,1
0.924,,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,>4,43,0
0.91,Male,Has relevent experience,no_enrollment,High School,,>20,,1,70,1
0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,NGO,>4,57,0
0.92,Male,Has relevent experience,no_enrollment,High School,,19,,1,56,0
0.827,Other,No relevent experience,Full time course,Graduate,STEM,10,Public Sector,1,50,1
0.843,Other,No relevent experience,Full time course,High School,,1,,never,6,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,2,45,0
0.624,,No relevent experience,no_enrollment,Masters,STEM,5,NGO,>4,105,1
0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,2,46,0
0.624,,Has relevent experience,Full time course,Masters,STEM,11,Pvt Ltd,3,91,1
0.92,Male,Has relevent experience,Part time course,High School,,8,Public Sector,2,134,1
0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,8,Pvt Ltd,1,100,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,Public Sector,1,158,0
0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,4,72,0
0.624,,Has relevent experience,Full time course,Masters,STEM,7,Pvt Ltd,1,35,1
0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,>4,31,1
0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,156,1
0.624,,No relevent experience,Full time course,High School,,1,,never,104,1
0.92,,No relevent experience,Part time course,Graduate,STEM,10,Pvt Ltd,4,9,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,>4,112,0
0.698,,Has relevent experience,no_enrollment,High School,,12,,1,48,1
0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,never,66,0
0.527,Male,No relevent experience,Full time course,High School,,2,,1,9,0
0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Pvt Ltd,1,57,1
0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,7,,1,146,0
0.624,,No relevent experience,no_enrollment,Graduate,No Major,11,,never,66,0
0.666,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,>4,13,0
0.89,Male,Has relevent experience,,Graduate,STEM,9,Pvt Ltd,1,73,1
0.893,Male,Has relevent experience,Part time course,Graduate,STEM,9,Pvt Ltd,1,113,0
0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,2,88,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Public Sector,2,107,1
0.926,,No relevent experience,Full time course,High School,,4,,,4,0
0.624,Male,Has relevent experience,no_enrollment,High School,,11,,never,82,1
0.92,,No relevent experience,no_enrollment,Graduate,STEM,19,,4,21,1
0.926,,No relevent experience,,High School,,2,,never,60,0
0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,Other,>4,42,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,1,78,1
0.915,,No relevent experience,Part time course,Graduate,STEM,5,,1,143,0
0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,>4,7,0
0.92,Other,No relevent experience,Part time course,Graduate,STEM,2,Other,2,45,1
0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,,1,44,1
0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,1,32,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,3,0
0.92,Female,Has relevent experience,Part time course,Graduate,STEM,10,,2,37,0
0.939,,No relevent experience,Full time course,High School,,2,,never,182,0
0.92,,No relevent experience,Full time course,Graduate,STEM,6,,1,90,1
0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,57,0
0.855,Other,Has relevent experience,Full time course,Masters,STEM,7,,1,24,0
0.855,,Has relevent experience,no_enrollment,Masters,STEM,16,,1,18,0
0.802,,No relevent experience,no_enrollment,High School,,2,,never,13,0
0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Pvt Ltd,>4,18,0
0.926,Male,Has relevent experience,Full time course,Masters,STEM,11,Public Sector,1,22,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,105,0
0.91,Male,No relevent experience,Full time course,High School,,5,,1,44,0
0.789,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,Public Sector,2,60,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,38,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,>4,140,0
0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,>4,128,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,1,328,0
0.878,Male,No relevent experience,Part time course,Graduate,STEM,5,Pvt Ltd,1,77,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,72,0
0.92,,No relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,>4,36,1
0.923,Male,No relevent experience,no_enrollment,Masters,Humanities,1,,,74,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,4,0
0.624,,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,2,158,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,,>4,8,0
0.775,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,3,96,1
0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,>4,69,0
0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,>4,16,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,4,84,0
0.91,Male,No relevent experience,Part time course,Graduate,Business Degree,19,Pvt Ltd,>4,9,0
0.624,,No relevent experience,Full time course,Graduate,STEM,2,,never,50,1
0.794,Male,No relevent experience,Full time course,High School,,3,Pvt Ltd,1,30,1
0.624,,No relevent experience,,High School,,3,,,145,0
0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,3,6,0
0.698,Male,Has relevent experience,Part time course,Graduate,STEM,9,Funded Startup,1,44,0
0.794,,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,37,0
0.92,,Has relevent experience,Full time course,Graduate,STEM,8,Pvt Ltd,,8,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,11,Pvt Ltd,3,114,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,1,5,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,,1,135,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,34,0
0.926,,Has relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,>4,76,0
0.55,,No relevent experience,no_enrollment,High School,,<1,,never,29,1
0.762,Male,No relevent experience,Full time course,High School,,8,,1,36,0
0.878,Male,No relevent experience,Full time course,Graduate,STEM,3,,1,26,1
0.624,Male,No relevent experience,no_enrollment,,,3,Pvt Ltd,never,218,0
0.92,Other,No relevent experience,Part time course,Graduate,Arts,<1,Pvt Ltd,2,112,1
0.926,Male,No relevent experience,,High School,,8,,never,32,0
0.794,Other,No relevent experience,no_enrollment,Masters,STEM,1,,1,15,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,3,134,0
0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,46,0
0.624,Female,No relevent experience,Full time course,Graduate,STEM,3,,1,90,1
0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,3,150,0
0.92,Male,Has relevent experience,no_enrollment,Primary School,,>20,Funded Startup,2,35,0
0.788,,No relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,>4,48,0
0.745,,No relevent experience,Part time course,Masters,Business Degree,5,Pvt Ltd,>4,9,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,2,168,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,59,1
0.91,,No relevent experience,no_enrollment,Primary School,,2,,never,150,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,Funded Startup,1,43,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,23,0
0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,3,34,1
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,109,1
0.624,,Has relevent experience,Full time course,Graduate,STEM,2,,1,143,0
0.776,Male,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,9,0
0.899,,Has relevent experience,no_enrollment,High School,,6,,1,146,0
0.897,Male,Has relevent experience,,,,>20,,>4,22,0
0.698,Male,No relevent experience,no_enrollment,High School,,3,,never,96,0
0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,3,85,0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,<1,,1,12,0
0.897,,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,246,0
0.887,Male,Has relevent experience,Part time course,High School,,1,Pvt Ltd,1,166,0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,never,100,0
0.775,Male,Has relevent experience,Part time course,Graduate,STEM,>20,Public Sector,1,44,0
0.896,Male,No relevent experience,no_enrollment,Masters,STEM,4,,1,32,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Public Sector,2,12,0
0.91,Male,No relevent experience,Full time course,Graduate,STEM,7,,1,33,1
0.91,Male,No relevent experience,Part time course,Graduate,STEM,7,Pvt Ltd,2,62,0
0.92,,Has relevent experience,no_enrollment,High School,,>20,,1,8,0
0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,65,0
0.754,,Has relevent experience,Full time course,Graduate,STEM,,,1,12,1
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,1,15,0
0.92,Male,No relevent experience,Full time course,High School,,6,,1,82,0
0.698,,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,2,72,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,3,188,0
0.843,Male,Has relevent experience,Full time course,High School,,4,,2,144,0
0.878,Male,Has relevent experience,no_enrollment,High School,,5,Pvt Ltd,1,22,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,1,64,0
0.624,,No relevent experience,Full time course,Primary School,,1,Public Sector,never,15,1
0.896,,No relevent experience,no_enrollment,Graduate,STEM,>20,,>4,5,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,NGO,>4,30,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,24,1
0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,90,0
0.92,Female,No relevent experience,no_enrollment,Phd,STEM,>20,Pvt Ltd,1,26,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,139,0
0.924,Male,Has relevent experience,no_enrollment,Phd,Other,>20,Pvt Ltd,>4,12,0
0.624,Male,No relevent experience,Full time course,High School,,2,Pvt Ltd,never,26,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,17,Pvt Ltd,2,41,0
0.666,,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,2,5,0
0.92,,Has relevent experience,Part time course,Graduate,STEM,>20,Pvt Ltd,1,138,0
0.855,,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,>4,88,1
0.926,,Has relevent experience,no_enrollment,High School,,10,Pvt Ltd,1,85,0
0.896,Male,No relevent experience,no_enrollment,Masters,STEM,5,Public Sector,1,95,0
0.91,Male,No relevent experience,Part time course,Masters,STEM,>20,Pvt Ltd,>4,26,0
0.887,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,,>4,54,0
0.92,,No relevent experience,no_enrollment,Masters,STEM,14,Public Sector,>4,66,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,11,0
0.92,Male,Has relevent experience,Full time course,Masters,STEM,11,Pvt Ltd,>4,84,0
0.843,,Has relevent experience,no_enrollment,Graduate,STEM,6,Funded Startup,4,134,1
0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,1,111,0
